"activityID"|"subjectID"|"activityID"|"subjectID"|"frequencyBodyAccMeanFreqX"|"frequencyBodyAccMeanFreqY"|"frequencyBodyAccMeanFreqZ"|"frequencyBodyAccJerkMeanFreqX"|"frequencyBodyAccJerkMeanFreqY"|"frequencyBodyAccJerkMeanFreqZ"|"frequencyBodyGyroMeanFreqX"|"frequencyBodyGyroMeanFreqY"|"frequencyBodyGyroMeanFreqZ"|"frequencyBodyAccMagMeanFreq"|"frequencyBodyBodyAccJerkMagMeanFreq"|"frequencyBodyBodyGyroMagMeanFreq"|"frequencyBodyBodyGyroJerkMagMeanFreq"|"angletBodyAccMean_gravity"|"angletBodyAccJerkMean_gravityMean"|"angletBodyGyroMean_gravityMean"|"angletBodyGyroJerkMean_gravityMean"
5|2|5|2|0.108519182924074|0.0623378066683333|0.104462499601852|0.331449281481482|-0.0569368291814815|0.0396498183462963|-0.107416045074074|-0.171160370096296|0.000226810610740739|0.119649963903704|0.304871865218519|-0.0661266045796296|0.160662823925926|-0.013681915312963|0.0411822244577778|-0.0151035161722222|0.11232464912963
6|2|6|2|-0.146482792591667|0.2572894655|0.402532553395833|0.159808328563875|0.1212064240125|0.190558218145833|0.10261131938125|0.04228066839375|0.0552985986479167|0.2662982125|0.3417585745|0.01856447223125|0.264801505395833|0.005791809625|-0.00635557646875|0.0652860108125|-0.0293710088554167
1|3|1|3|-0.246614196618966|0.171743003017241|0.0748536557377586|-0.216042668103448|-0.258667984862069|-0.346946648103448|0.0337596901293103|-0.0379896505362069|-0.0445079738913793|0.113494312836207|-0.11716398312069|0.180946463034483|0.0457622957586207|0.0527502832051724|-0.0763020648793103|0.0968438316206897|-0.0366892195344828
2|3|2|3|-0.461249740508475|-0.100019162177966|-0.278895911347458|-0.325151127440678|-0.453789820355932|-0.442664136271186|-0.145536204410169|-0.339321487559322|-0.102013834094915|0.0238218745338983|0.0904944091525424|-0.177730591459322|0.0753843584661017|0.0134885571016949|0.115176801183051|-0.263078223220339|0.0303992495084746
3|3|3|3|-0.325863694730612|0.0529065241102041|-0.0566003044840816|-0.229599432510204|-0.356023306938775|-0.274421716|-0.159888621187755|-0.109972458132653|0.0910072841755102|0.0439616686306122|0.0434967841218367|-0.0516699550093633|0.0654444360816327|-0.0475794238163265|-0.0108494994238776|0.313783896122449|-0.077283993244898
4|3|4|3|0.0312989368846154|-0.00661630574807692|0.0478619586153846|0.215731832596154|-0.0959148729942308|-0.0437473433390385|0.0520844490903846|-0.166042259123077|-0.0387467420096154|0.02816007875|0.286795769778846|-0.115525765230769|0.0871902338923077|0.0327172863134615|0.00407829679403846|0.0643706655192308|-0.0252355469096154
5|3|5|3|-0.087024832195082|-0.128180130065574|0.00771897878688524|0.0749564403088525|-0.258164810172131|-0.112367641836066|-0.297107441654098|-0.316011207026229|-0.229120091067541|-0.000332753967377052|0.129816297732787|-0.309822161422951|-0.020630781795082|0.00772770563770492|0.0246545250622951|0.00979910903278689|-0.0505440714639344
6|3|6|3|-0.0739526439887097|0.238470751435484|0.216971671672581|0.17597855438871|-0.0131774961758065|0.0448196905903226|-0.0822166454290323|-0.0266820108903226|0.147686455548065|0.236990127870968|0.238611133937097|-0.0229296114693548|0.110697704185484|0.0178959376270161|0.0166479534356452|0.0455874765919355|0.0317261682790323
1|4|1|4|-0.13859163673|0.0123477342916667|-0.0787892636928333|-0.1352803947515|-0.385880862833333|-0.325737503675|-0.12715408578|-0.27466563765|0.149851534733333|0.382096409966667|0.111486484954333|0.0697301245295|0.26535537398|-0.0120097781333333|0.00092110448333333|0.0177813678333333|0.0554159672016667
2|4|2|4|-0.486811749615385|-0.0662348475480769|-0.230536706554615|-0.379653611346154|-0.39270192625|-0.319649297096154|-0.206073104096154|-0.491527600961538|-0.130134208057692|-0.108017171661154|0.0497462736942308|-0.150274479246154|0.179517012258654|0.0592051541692308|-0.00506236538461539|-0.246559359423077|0.0535172503461538
3|4|3|4|-0.342285696395556|0.213581745013333|0.0478375669635111|-0.179115175957778|-0.181293185048889|-0.169702261222222|-0.127145376957778|-0.185485631124444|0.3770740968|0.101078170917778|0.0926236938266667|0.0600292045888889|0.144436925733333|0.000633759377777773|-0.0525297218666667|0.353626044222222|-0.0625619543688889
4|4|4|4|0.037381761194|0.07878600934|0.01209426602|0.2130199199042|-0.075289966262|0.012245576986|0.1090926580982|-0.394745539548|-0.1457260342|0.028092110644|0.22719801466|-0.20008475764|0.08593420296|-0.010753474716|-0.0075990574098|-0.032687279624|-0.0595747229
5|4|5|4|0.0620999958378571|-0.0669875048642857|-0.0377822772491071|0.2722139805|-0.126450632983929|0.0711056632839286|-0.2748096406875|-0.364372374642857|-0.223109154546429|-0.102971757742857|0.201262207319643|-0.286128312085714|0.0609850024464286|0.0147312363133929|0.0045729088625|0.101339340914286|0.0257192449821429
6|4|6|4|-0.274194618766667|0.366231448994444|0.201329591976111|0.182436483157407|0.0987428836296296|0.0770211165|-0.0660921823944444|-0.526889995562963|0.152886311603704|0.241697899814815|0.274027349574074|-0.259851969798148|0.202949381537037|-0.00235775253703703|-0.0155037568068519|0.0071296052962963|0.036656730987037
1|5|1|5|-0.322382010942857|-0.00204051097321429|0.0247389728696429|-0.359372577678571|-0.534049822678571|-0.3441509245|-0.0458601936214286|-0.0191860123089286|0.167457819108929|0.149852522225|-0.00497287788214286|0.250620609769643|0.0527330125375|-0.0322868203928571|-0.0117215775714286|0.0237357261964286|-0.0348937053392857
2|5|2|5|-0.427706137489362|-0.122487323859574|-0.135264615917021|-0.397835581489362|-0.577009359574468|-0.339640932702128|-0.0615803357659574|-0.138063832148936|0.0608132840234043|-0.020494853812766|0.124513300170213|-0.0234001987774468|0.00578631120914894|-0.0204224405851064|-0.0772287023617021|-0.293346475531915|0.112446922106383
3|5|3|5|-0.45352450106383|0.0363662394234043|-0.00437220373021277|-0.350911621829787|-0.470994737234043|-0.303523360659574|-0.00892286550425532|-0.00764242092148936|0.211555807|-0.0137055065085106|0.110968064831915|0.204633757510638|0.0723815085255319|-0.0397384617021277|-0.0414008516170213|0.123686466212766|-0.00140446813617022
4|5|4|5|-0.0209330490795455|0.0684590033636364|0.0403161796295455|0.0757356169022727|-0.131861736040909|-0.0644960732795455|0.125891358536364|-0.187706341013636|0.0966833908409091|0.0586075165227273|0.245936717454545|-0.00578350086590909|0.08129013264|0.0287036466522727|-0.0209532538863636|-0.0178752189840909|-0.0885933937022727
5|5|5|5|-0.0164066779678571|-0.00894413194107143|-0.028287522525|0.150463078469643|-0.143681804520893|-0.0333637020357143|-0.178598410944643|-0.162944927001786|-0.109180363773214|-0.0169422323298214|0.140971600726786|-0.157768871232143|-0.0393135966410714|-0.00860856932142857|-0.00572224394107143|0.0866990453375|-0.0828789318410714
6|5|6|5|-0.135632454076923|0.466528231788462|0.132310871284615|0.239915157321154|0.195677336307692|0.0916938788480769|-0.0227235857115385|0.06812484775|0.0413600281009615|0.292032094967308|0.197005001461538|0.102441765923077|0.0247367106615385|0.0212091926730769|0.0553647963480769|-0.00581288916980769|-0.0344420261538462
1|6|1|6|-0.196841736649123|0.0220734188245614|0.185107042277193|-0.178295181261404|-0.466305754035088|-0.104129449033509|0.0912409729185965|0.0416267535368421|0.302874949789474|0.20009036395614|-0.00922884645438597|0.293109613491228|0.10092473178193|-0.0680347059298246|0.00559532819298245|-0.0510580447719298|-0.0818817931526316
2|6|2|6|-0.44512058675098|-0.0948830032690196|-0.0667867912058824|-0.441959115607843|-0.501170339607843|-0.401683801941176|-0.0559140146313725|-0.129471190964706|0.0102927666117647|-0.0140154345627451|-0.0612378407705882|0.0144807316545098|0.0285053836466667|0.00864138094705883|0.00321117401960784|0.128194466470588|-0.0993653566196078
3|6|3|6|-0.41164933625|0.021911178210625|0.3062531664375|-0.315757694854167|-0.48434366125|-0.0348254245729167|0.00150446630625|0.15112587523125|0.3029636429375|0.106479482332292|-0.00160659497083333|0.230693028479167|0.0369462966260417|-0.0453085168958333|-0.0358369679166667|0.312706787791667|-0.207129263041667
4|6|4|6|0.00304695404363636|0.123381829747273|0.0818455300187273|0.0999400617187273|-0.150934459496364|-0.0913484667963636|0.139409516872727|-0.129239217950909|0.0438103632909091|0.128902046152727|0.171844519818182|0.0461735838090909|0.121846501998182|0.00232762371945455|-0.0238156430418182|0.0479272445938182|-0.0351476023527273
5|6|5|6|0.0664521774298246|-0.0866319977508772|0.0208815076140351|0.186559227035088|-0.251013912454386|-0.0715339890175439|-0.114716166140877|-0.195978463377193|-0.0778747190508772|0.0373542193561403|0.190943682210526|-0.0701196902631579|0.0276252654912281|0.0123494545684211|-0.00737862488596491|0.0672693934912281|0.0586938250175439
6|6|6|6|-0.219729934157895|0.348418746140351|0.161457927833333|0.0114731894070175|-0.0222029460298246|0.0784684032122807|0.102549066280877|0.0236567802333333|0.0445225537614035|0.1446050868|0.182525077889474|0.119317522942105|0.16376531874386|0.0049894390845614|0.032217035422807|0.0859389874070175|-0.0350566811964912
1|7|1|7|-0.313727371842105|0.160434129035088|0.124630171101754|-0.284586506210526|-0.287013819157895|-0.244831719878947|0.111912537380702|0.273141323315789|0.0143564054561404|0.172997883545614|-0.0127446365087719|0.300315718087719|0.000880340047368421|-0.0236143875614035|-0.00538084219298246|-0.0526936636491228|0.0538950093298246
2|7|2|7|-0.432684590196078|-0.135079176790196|-0.273730521360588|-0.391182549629412|-0.425313822294118|-0.62755547372549|-0.329345936647059|-0.0541175360431373|-0.346105575254902|-0.0892278153411765|0.0458636458607843|-0.165200896648451|0.047334927254902|0.0175799693921569|0.0140026345745098|0.106104406862745|-0.117697297115686
3|7|3|7|-0.365650549446809|-0.0314736615829787|0.0824424244404255|-0.333627288978723|-0.414196284085106|-0.382024151510638|-0.219867702034043|0.20056627145234|0.0076371946|0.00380298110638298|-0.0373844402161702|0.235200926489362|0.0819463659585106|-0.0386153597021277|-0.0307260213404255|0.259901814042553|-0.100218023523404
4|7|4|7|-0.0334312226625|0.0147166711666667|-0.1017660835625|0.180132581508333|-0.0815021323520833|-0.0857527580416667|-0.071630230475|-0.308762329160625|-0.0187739586583333|-0.0112330111875|0.18122972525|-0.142830891383333|0.0553638918958333|0.01363659838625|-0.03875147675625|-0.0183698506666667|-0.0327575471666667
5|7|5|7|-0.079704728245283|-0.159730059003774|0.00098894010754717|0.098774853689|-0.188479735466038|-0.0891602062907547|-0.188057605981132|-0.298448698150943|-0.188116628033962|-0.0288451773293208|0.256759439860377|-0.187181670020755|0.0954707400377358|0.0102468976660377|-0.0238336055150943|-0.075886457490566|-0.00760634756603773
6|7|6|7|-0.635913046346154|-0.0438292665807692|0.237111987323077|0.0207159202961538|-0.0451342616019231|0.0945605852|-0.139745225083077|-0.453725644769231|0.0144682871075|-0.129091025169231|0.217605286703846|-0.265784491092308|0.104422952923077|0.0364477050365385|0.0199228239403846|0.0630163120384615|0.0486243772639231
1|8|1|8|-0.380892405770833|0.00356163764166667|0.111947205354167|-0.345898115416667|-0.4192779011875|-0.2474853992125|-0.176032065666667|-0.102881607560417|-0.218800753760417|0.204080887916667|0.176189876266667|0.0890005737952083|0.294590006666667|0.0738615334791667|-0.0331417690625|-0.185503909375|0.045002304125
2|8|2|8|-0.290117827804878|-0.100254405917073|-0.191852656439024|-0.115989564712683|-0.344029932341463|-0.368783012195122|-0.221044979219512|-0.184403755490244|-0.296234666504878|0.207071289558293|0.27454925895122|-0.128115003341463|0.251663318243902|0.0767267882926829|-0.0979335780731707|-0.389305120341463|0.0663775281158537
3|8|3|8|-0.200757851|0.0511555478315789|0.223078489563158|-0.170997897197368|-0.337650965236842|-0.180391338523684|-0.177172958760526|0.0716794237631579|-0.00513040190789474|0.229144569581579|0.181422535965789|0.267675982868421|0.242843618736842|-0.0143680611052632|-0.119465358184211|0.265290535078947|-0.161871531676316
4|8|4|8|-0.164187373097826|0.107278338519565|0.060048457826087|0.227828617|0.0527157003152174|0.00883768081521739|0.116741556823913|-0.261139449513043|-0.0430176558469565|0.121543001092174|0.306787560913043|-0.141126202673913|0.166638747782609|0.0119896311543478|-0.0175702777717391|0.0121244455695652|-0.0380769897826087
5|8|5|8|0.0231155666555556|0.0771842726148148|0.121181473814815|0.267296230824074|-0.0598195579537037|0.0692831244296296|-0.154243187048148|-0.197392513112963|0.0222011082111111|0.110646845581481|0.308060633885185|-0.108780315687387|0.179173689962963|0.0258949006127778|-0.00820462124444444|0.0152465735555556|-0.0319347857407407
6|8|6|8|-0.307248374366667|0.00539754357407408|0.192435787087778|0.164984298959259|0.00667286421111111|0.120248739635185|-0.105590903972222|-0.199880205519074|0.213568382200185|0.0484988463518519|0.350822601333333|-0.0620563752462963|0.219371246142593|-0.0244904310703704|-0.0219448739555556|0.0106333070925926|0.0137316829166667
1|9|1|9|-0.310727563365385|0.0213195015442308|0.0237831761442308|-0.378291493076923|-0.389047303846154|-0.366570477826923|-0.200624503730769|0.0164815831107692|-0.152103721057692|0.161672988528846|0.159239938555769|0.127416241121154|0.243222181771154|-0.0259657901346154|0.0623476589538462|0.121321075826923|-0.0265764240576923
2|9|2|9|-0.341219678720408|-0.247086151469388|-0.215203992816327|-0.427211088244898|-0.52927597244898|-0.547022216326531|-0.284881768510204|-0.414946340204082|-0.507490866734694|-0.00195427494897959|0.0257597455510204|-0.259962957795918|0.136001150144898|0.129153963587755|0.00188403497959184|0.0931479457142857|0.00109297840408163
3|9|3|9|-0.440633905714286|0.0625058243738095|-0.0424266601952381|-0.43402213|-0.232042826333571|-0.330318261928571|-0.165224231566667|-0.00351697116904762|-0.115191992546667|-0.0498273898880952|-0.0824504599928571|0.0656782201880952|0.132021014566667|-0.112277655214286|-0.0921238957047619|0.201647894145714|-0.0711949931095238
4|9|4|9|-0.109383841734|-0.120093395898|-0.1317488734546|0.02039798558|-0.27190085077|-0.267665734806|-0.128144114548|-0.359739581712|-0.17324215306|-0.08061344386|0.0974700202614|-0.19597005159|0.031534866288|0.0213074293|-0.031930473586|0.01983366452|-0.0944429619
5|9|5|9|-0.105711680368889|-0.00378721862222222|0.000165424148888888|-0.0235041479111111|-0.0981894026|-0.128067958244444|-0.222857823644444|-0.348959970422222|-0.16576126334|0.0235738706622222|0.200537688288889|-0.174953568622222|0.0243650848444444|0.0116017230222222|0.00486631672888889|0.0457096772222222|0.0328201066444444
6|9|6|9|-0.4459627774628|-0.215336752654|0.17810728092|-0.08503093738|-0.227093669698|-0.094374360132|-0.23069917904112|-0.321206958058|-0.055125413678|-0.085609052452|0.1670029826292|-0.20634356866|-0.016201378678|0.000991077232|-0.021817851338|0.052062224042|0.018204470058
1|10|1|10|-0.26332591785283|0.243797496811321|0.25896796635283|-0.260130638807547|-0.148445687402075|0.0557990906603774|-0.0933671419018868|-0.122109929924528|-0.129800372109434|0.179599864783019|-0.0712853941698113|0.129100106828302|-0.000234019224528301|-0.0198411322830189|-0.0428316086415094|-0.125263284139623|0.0990779386943396
2|10|2|10|-0.300390927148936|-0.0035449232893617|-0.289969419042553|-0.230337514021277|-0.370854829787234|-0.328583308468085|-0.235765046724681|-0.421428722680851|-0.135478697270213|0.0879049622851064|0.178734933145745|-0.194447276040426|0.158591030929787|0.110293662446809|-0.00753000246808511|-0.263603869021277|0.153637457706383
3|10|3|10|-0.321679050052632|0.0667192523289474|0.257067314407895|-0.236779781631579|-0.297763023710526|0.0189821663447368|-0.177215651634211|-0.00555958745263158|-0.0448928718421053|0.164428829157895|0.125205953456842|0.0774362595943947|0.178773116957895|-0.0333449637368421|-0.03416183895|0.277642295578947|-0.0701917751421053
4|10|4|10|-0.0826140728898148|0.0279319737981482|0.23364402002912|0.193449216333333|-0.0261859265331481|0.117530736503704|0.214105020574074|0.0677252285555556|-0.084443595962963|0.221566081296296|0.324762092796296|0.00581337385185185|0.344008502777778|-0.000753881064814814|0.0412403814888889|0.00358191413875926|-0.0539752572944444
5|10|5|10|0.159123629063636|-0.0126234259545455|0.0776098480747727|0.253301389636364|-0.187095243409091|0.00562873853409091|-0.281787222606818|-0.164082230704545|-0.0988874452431818|0.0902454673818182|0.197319524797727|-0.226492596295455|0.0133897488363636|-0.0137904686068182|0.0303705889893182|0.03361076375|0.114195806227273
6|10|6|10|-0.14052022862069|0.200554088396552|0.317328874567241|0.0485572099491379|0.0425942300482759|0.146112721943103|0.0707575751344828|0.0713125646482759|0.157620505460345|0.260388946262069|0.212826187810345|0.216535434472414|0.202624700274138|-0.0238729803927759|-0.0121815291103448|0.0199111335706897|0.0583224275034483
1|11|1|11|-0.37360793220339|0.0128761033966102|0.0404557559132203|-0.353419932627119|-0.427889402576271|-0.0923919508661017|-0.175946093932203|-0.297177112525424|-0.184065788254237|0.0935818048854746|0.0844543080474576|-0.0748370693566102|0.0563648369084746|0.0619381137627119|-0.0436671078627119|0.0579730796779661|0.0128608812542373
2|11|2|11|-0.52447937047037|-0.189232158777778|-0.486549897222222|-0.446992354759259|-0.461641074074074|-0.482497119833333|-0.245040398462963|-0.63553191687037|-0.183328377796296|-0.137089383|0.0149014800925926|-0.377996100925926|0.0153270269092593|-0.0168575571111111|-0.0632903681592593|-0.00955657777777778|-0.0708590174814815
3|11|3|11|-0.400296382043478|-0.0561892264956522|0.00531445170652174|-0.338849974521739|-0.455972775869565|-0.244414661282609|-0.263295935608696|-0.255277887913043|-0.150480042398261|0.0316725683978261|0.0337475179993478|-0.169884463904348|-0.00942507352173913|-0.0465072536521739|0.0251428884217391|0.297576119782609|-0.223672056052174
4|11|4|11|-0.050340397354717|0.0967747743339623|0.243469786396226|0.153320197518868|-0.0805058031716981|0.0755982625849057|0.115678529336604|-0.102473210571698|-0.0459579465849057|0.198648837339623|0.192259107913208|-0.0398966601509434|0.159345366839623|-0.0117860105754717|-0.010568244054717|-0.00398002958490566|-0.0254148949339623
5|11|5|11|0.0890102416978723|0.0557408976489362|0.292390245638298|0.312171839674468|-0.0305094144893617|0.120740566368085|-0.129935993361702|0.11920123437234|-0.0212967788297872|0.233078227234043|0.333098929765957|-0.0478486176276596|0.223297408893617|-0.00231669177765958|-0.0139522134659574|0.0185935504468085|0.0126784429404255
6|11|6|11|-0.0637709766210526|0.251945472245614|0.22603584097193|0.178104551486316|0.00344999603508772|0.0300169449866667|0.00610819990350877|0.104942477754386|0.0963568933754386|0.336010660578947|0.29574789545614|0.0406004062738596|0.256034976912281|0.00275033849298246|0.00143538724210526|-0.0220259476017544|0.0529916131647368
1|12|1|12|-0.26142601202|0.149107488714|0.17080294938|-0.2811065665|-0.22346071292|-0.18200755164|0.020408840122|-0.025458442506|-0.027904118422|0.25226775306|0.018449461946|0.14607536673|0.0777777588444|0.044980068738|0.0160849354|0.17552942728|-0.097263564
2|12|2|12|-0.420235639230769|-0.105269653898077|-0.217216987155769|-0.331247540442308|-0.380249904980769|-0.323446377115385|-0.158314160701923|-0.351127976519231|-0.224541879673077|-0.00111843704807692|0.0842262704980769|-0.107077796403846|0.0978624347986538|0.052339373075|0.0388568273076923|0.0959064265384615|-0.0899947208269231
3|12|3|12|-0.332249174152174|0.0793321823326087|0.234833312645652|-0.212787743043478|-0.386695904413043|-0.0985623112521739|-0.0548123387391304|0.110212109891304|0.0410165249913043|0.078615024478587|0.0415244209043478|0.113540447665217|0.0658769890173913|-0.0265533425217391|0.0328773766739131|0.380694036521739|-0.220640292436957
4|12|4|12|0.0326699716633333|0.00241516259019608|-0.0226159354313725|0.138129939916471|-0.098733235372549|-0.0568306535470588|-0.0625086985784314|-0.1941602972|-0.080845100272549|0.00487835794117647|0.255191492990196|-0.111982191447059|0.161268230154706|0.0156315910333137|-0.0246810833392157|0.0616507166980392|-0.0166771725082353
5|12|5|12|0.0636237568327869|-0.0493281733262295|0.0798244568180328|0.230672593114754|-0.174967084639344|0.0113820599131148|-0.241064349721311|-0.143868272885738|-0.130538981132787|0.0468988697540984|0.176598692655738|-0.261496565898361|0.0162815453606557|0.00891991761311475|0.0123418553803279|0.0289201456934426|-0.013212840047541
6|12|6|12|-0.235607185033333|0.19137270056|0.171474000866667|0.083907082125|-0.017661749435|0.0239504464626667|0.010569757505|-0.0199866541433333|0.0419799361083333|0.0818083852738333|0.15706511695|0.00220615496116666|0.022700424095|0.0042722982335|0.0232429679216667|0.0309709505313333|0.0118416841333333
1|13|1|13|-0.231462709105263|0.0194304158877193|0.152160966852632|-0.190905932631579|-0.447119510526316|-0.204509715375614|-0.0229089170754386|0.0741273597017544|0.126014216489474|0.253532325631579|0.118031208750877|0.302576933403509|0.229037956496491|0.0124904895157895|0.011902906|0.0222450741614035|0.0335795302807018
2|13|2|13|-0.480080060363636|-0.247165637745455|-0.285177288672727|-0.323344232581818|-0.586022409090909|-0.504002904418182|-0.211194498501818|-0.293383223927273|-0.240720823|-0.15090472406|-0.0278380090472727|-0.104131147823636|0.107301253870909|0.0134427051454545|0.0436485618036364|0.146500936|-0.0335896854254545
3|13|3|13|-0.385554490319149|-0.014212010202766|0.120050767521277|-0.346608657340426|-0.45664123893617|-0.304013848034043|-0.174691860038298|0.0665268394489362|-0.034630804087234|0.0821411398170213|0.0266434248106383|0.257421061128511|0.207435719|-0.0477491987|0.0220198444893617|0.26126376212766|-0.129205690319149
4|13|4|13|-0.00935147348163265|0.0253459476734694|0.154652093530612|0.264214260326531|-0.00193284292653061|0.0921106028122449|0.100550894587755|-0.106178686469388|0.013649216527551|0.150538936606122|0.360646362877551|0.00767543343469388|0.191102234|-0.0313853361489796|0.0209112877122449|0.0302309096714286|-0.019921940122449
5|13|5|13|0.0328062514403509|-0.0303584248157895|0.087427326231579|0.237964693460702|-0.047896000245614|0.106886230594386|-0.25106304754386|-0.170676014929825|-0.0652523063612105|0.0936059842982456|0.298745382305263|-0.116504835842105|0.175957474047544|0.0144234182722807|-0.0235598900684211|0.0407220729824561|-0.0309467302614035
6|13|6|13|-0.262990626162903|0.0363424960967742|0.0764724259225806|0.169895805430645|0.0656536996983871|0.0584183074479032|-0.101926540451613|-0.042663103|0.14650938193871|0.0815111222612903|0.300750657951613|0.050207734033871|0.0544469963870968|-0.000126342648387096|0.00324191442096774|0.0857282517490323|-0.00488786835483871
1|14|1|14|-0.358804611016949|-0.143666881322034|-0.175528830052542|-0.255900962474576|-0.363463832288136|-0.323114421728814|-0.159441618728814|-0.420295651864407|-0.36097030020339|-0.0368327907423729|0.164708200554237|-0.0398346768694915|0.200917234084746|0.0594629443644068|0.00846107225254238|-0.0667097349779661|0.0667402088518644
2|14|2|14|-0.389133559537037|-0.366543121851852|-0.367877189296296|-0.263935056981481|-0.487347927037037|-0.52152949537037|-0.389723705407407|-0.521877343333333|-0.501572597962963|-0.168723817533333|0.0399288326018519|-0.287413084037037|0.076347168|0.072254155537037|-0.00915395983333333|-0.223951414444444|0.133237047185185
3|14|3|14|-0.349609935577778|-0.00777749593111111|-0.0984339940222222|-0.2710115324|-0.306938978377778|-0.295300085844444|-0.250106322244444|-0.207057454377778|-0.113453380786667|0.000464165078|-0.00170923580888889|0.0800347917133333|0.05293374262|0.00354991522222222|0.106421773333333|0.0597397677777778|0.00564980115555555
4|14|4|14|-0.145044030516667|-0.0904275272388889|-0.0357959046777778|0.00357106024444444|-0.232143578944444|-0.149511316833333|-0.107487047964444|-0.34128282392963|-0.0834989971537037|0.015368050237037|0.19841410045|-0.171970730796296|0.0740675933385185|0.0276023255666667|0.014669054387037|0.00323595271481481|-0.0595805713703704
5|14|5|14|-0.245905018933333|-0.138431166621667|0.00253022625|0.0237594244966667|-0.212196767033333|-0.0690826053566667|-0.306015725890333|-0.2780036534|-0.198897454968333|-0.0374702781666667|0.214251895888333|-0.191031011271667|0.0125408702516667|0.00742967239083333|0.017584753905|-0.102584280416667|-0.00588886871333333
